locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12859_02631	CDS	252	yciN			Protein YciN
573.12859_02632	gene	1083	sohB			
573.12859_02632	CDS	1083	sohB	3.4.21.-	COG0616	putative protease SohB
573.12859_02633	gene	801	yciK			
573.12859_02633	CDS	801	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
573.12859_02634	gene	591	btuR			
573.12859_02634	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
573.12859_02635	gene	903	rluB			
573.12859_02635	CDS	903	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
573.12859_02636	gene	141				
573.12859_02636	CDS	141				hypothetical protein
573.12859_02637	gene	474				
573.12859_02637	CDS	474				hypothetical protein
573.12859_02638	gene	1377				
573.12859_02638	CDS	1377				hypothetical protein
573.12859_02639	gene	897	gcvA_4			
573.12859_02639	CDS	897	gcvA_4			Glycine cleavage system transcriptional activator
573.12859_02640	gene	909				
573.12859_02640	CDS	909				IS1595 family transposase ISBsp7
573.12859_02641	gene	621	yciO			
573.12859_02641	CDS	621	yciO		COG0009	putative protein YciO
573.12859_02642	gene	864	yciV			
573.12859_02642	CDS	864	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
573.12859_02643	gene	1563	trpE			
573.12859_02643	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
573.12859_02644	gene	1596	trpGD			
573.12859_02644	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
573.12859_02645	gene	1359	trpC			
573.12859_02645	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
573.12859_02646	gene	1194	trpB			
573.12859_02646	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
573.12859_02647	gene	810	trpA			
573.12859_02647	CDS	810	trpA	4.2.1.20		Tryptophan synthase alpha chain
573.12859_02648	gene	1260	ttuD			
573.12859_02648	CDS	1260	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
573.12859_02649	gene	1089	ttuC'			
573.12859_02649	CDS	1089	ttuC'	1.1.1.93		putative tartrate dehydrogenase/decarboxylase TtuC'
573.12859_02650	gene	1311	ttuB_3			
573.12859_02650	CDS	1311	ttuB_3			Putative tartrate transporter
573.12859_02651	gene	909	benM_2			
573.12859_02651	CDS	909	benM_2			HTH-type transcriptional regulator BenM
573.12859_02652	gene	459				
573.12859_02652	CDS	459				hypothetical protein
573.12859_02653	gene	948				
573.12859_02653	CDS	948				hypothetical protein
573.12859_02654	gene	201				
573.12859_02654	CDS	201				hypothetical protein
573.12859_02655	gene	708				
573.12859_02655	CDS	708				hypothetical protein
573.12859_02656	gene	2286	fiu			
573.12859_02656	CDS	2286	fiu		COG4774	Catecholate siderophore receptor Fiu
573.12859_02657	gene	678				
573.12859_02657	CDS	678		1.14.11.-	COG3128	PKHD-type hydroxylase
573.12859_02658	gene	639	ompW			
573.12859_02658	CDS	639	ompW		COG3047	Outer membrane protein W
573.12859_02659	gene	414				
573.12859_02659	CDS	414				hypothetical protein
573.12859_02660	gene	744				
573.12859_02660	CDS	744				hypothetical protein
573.12859_02661	gene	540	yciB			
573.12859_02661	CDS	540	yciB		COG2917	putative intracellular septation protein A
573.12859_02662	gene	2184	pfeA			
573.12859_02662	CDS	2184	pfeA		COG4771	Ferric enterobactin receptor
573.12859_02663	gene	366				
573.12859_02663	CDS	366		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
573.12859_02664	gene	537				
573.12859_02664	CDS	537				hypothetical protein
573.12859_02665	gene	669	hxpB_1			
573.12859_02665	CDS	669	hxpB_1	3.1.3.68	COG0637	Hexitol phosphatase B
573.12859_02666	gene	762	kduD_1			
573.12859_02666	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
573.12859_02667	gene	591	ydjM			
573.12859_02667	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
573.12859_02668	gene	1392	tcyP			
573.12859_02668	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
573.12859_02669	gene	333	cedA			
573.12859_02669	CDS	333	cedA			Cell division activator CedA
573.12859_02670	gene	2259	katE			
573.12859_02670	CDS	2259	katE	1.11.1.6	COG0753	Catalase HPII
573.12859_02671	gene	759	chbG			
573.12859_02671	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
573.12859_02672	gene	1347	chbF			
573.12859_02672	CDS	1347	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
573.12859_02673	gene	825	chbR			
573.12859_02673	CDS	825	chbR			HTH-type transcriptional regulator ChbR
573.12859_02674	gene	348	chbA_3			
573.12859_02674	CDS	348	chbA_3		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
573.12859_02675	gene	1359	chbC			
573.12859_02675	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
573.12859_02676	gene	321	chbB			
573.12859_02676	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
573.12859_02677	gene	339	osmE			
573.12859_02677	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
573.12859_02678	gene	828	nadE			
573.12859_02678	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
573.12859_02679	gene	864	cho			
573.12859_02679	CDS	864	cho	3.1.25.-	COG0322	Excinuclease cho
573.12859_02680	gene	483	spy			
573.12859_02680	CDS	483	spy		COG3678	Periplasmic chaperone Spy
573.12859_02681	gene	966	astE_1			
573.12859_02681	CDS	966	astE_1	3.5.1.96	COG2988	Succinylglutamate desuccinylase
573.12859_02682	gene	1326	astB_1			
573.12859_02682	CDS	1326	astB_1	3.5.3.23	COG3724	N-succinylarginine dihydrolase
573.12859_02683	gene	1479	astD_1			
573.12859_02683	CDS	1479	astD_1	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
573.12859_02684	gene	1035	astA_1			
573.12859_02684	CDS	1035	astA_1	2.3.1.109	COG3138	Arginine N-succinyltransferase
573.12859_02685	gene	1221	astC_1			
573.12859_02685	CDS	1221	astC_1	2.6.1.81	COG4992	Succinylornithine transaminase
573.12859_02686	gene	807	xthA			
573.12859_02686	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
573.12859_02687	gene	657				
573.12859_02687	CDS	657				hypothetical protein
573.12859_02688	gene	711	ydjZ			
573.12859_02688	CDS	711	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
573.12859_02689	gene	561				
573.12859_02689	CDS	561				hypothetical protein
573.12859_02690	gene	1179	ynjB			
573.12859_02690	CDS	1179	ynjB		COG4134	Protein YnjB
573.12859_02691	gene	1536	ynjC			
573.12859_02691	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
573.12859_02692	gene	633	fbpC2			
573.12859_02692	CDS	633	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
573.12859_02693	gene	1308	ynjE			
573.12859_02693	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
573.12859_02694	gene	624	ynjF			
573.12859_02694	CDS	624	ynjF		COG0558	Inner membrane protein YnjF
573.12859_02695	gene	411	nudG			
573.12859_02695	CDS	411	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
573.12859_02696	gene	1344	gdhA_1			
573.12859_02696	CDS	1344	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
573.12859_02697	gene	981	ppsC			
573.12859_02697	CDS	981	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
573.12859_02698	gene	1947	topB			
573.12859_02698	CDS	1947	topB	5.6.2.1	COG0550	DNA topoisomerase 3
573.12859_02699	gene	1044	selD			
573.12859_02699	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
573.12859_02700	gene	747	phoC			
573.12859_02700	CDS	747	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
573.12859_02701	gene	552	ydjA			
573.12859_02701	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
573.12859_02702	gene	417	sppA_1			
573.12859_02702	CDS	417	sppA_1	3.4.21.-	COG0616	Protease 4
573.12859_02703	gene	1416	sppA_2			
573.12859_02703	CDS	1416	sppA_2	3.4.21.-	COG0616	Protease 4
573.12859_02704	gene	1020	ansA			
573.12859_02704	CDS	1020	ansA	3.5.1.1	COG0252	L-asparaginase 1
573.12859_02705	gene	642	pncA			
573.12859_02705	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
573.12859_02706	gene	1254	chiA1			
573.12859_02706	CDS	1254	chiA1	3.2.1.14		Chitinase A1
573.12859_02707	gene	345				
573.12859_02707	CDS	345				hypothetical protein
573.12859_02708	gene	279				
573.12859_02708	CDS	279				hypothetical protein
573.12859_02709	gene	414	msrB			
573.12859_02709	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
573.12859_02710	gene	996	gapA			
573.12859_02710	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
573.12859_02711	gene	885	yeaD			
573.12859_02711	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
573.12859_02712	gene	855				
573.12859_02712	CDS	855				hypothetical protein
573.12859_02713	gene	747	mipA			
573.12859_02713	CDS	747	mipA		COG3713	MltA-interacting protein
573.12859_02714	gene	1935				
573.12859_02714	CDS	1935				hypothetical protein
573.12859_02715	gene	1284				
573.12859_02715	CDS	1284				hypothetical protein
573.12859_02716	gene	564				
573.12859_02716	CDS	564				hypothetical protein
573.12859_02717	gene	483	gpx1			
573.12859_02717	CDS	483	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
573.12859_02718	gene	312				
573.12859_02718	CDS	312				hypothetical protein
573.12859_02719	gene	882	dmlR_13			
573.12859_02719	CDS	882	dmlR_13			HTH-type transcriptional regulator DmlR
573.12859_02720	gene	1218	sotB_1			
573.12859_02720	CDS	1218	sotB_1			Sugar efflux transporter B
573.12859_02721	gene	750	butA			
573.12859_02721	CDS	750	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
573.12859_02722	gene	906	pgrR_5			
573.12859_02722	CDS	906	pgrR_5			HTH-type transcriptional regulator PgrR
573.12859_02723	gene	1266	umuC_1			
573.12859_02723	CDS	1266	umuC_1		COG0389	Protein UmuC
573.12859_02724	gene	420	umuD_1			
573.12859_02724	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
573.12859_02725	gene	243				
573.12859_02725	CDS	243				hypothetical protein
573.12859_02726	gene	1140				
573.12859_02726	CDS	1140				hypothetical protein
573.12859_02727	gene	501				
573.12859_02727	CDS	501				hypothetical protein
573.12859_02728	gene	447				
573.12859_02728	CDS	447				hypothetical protein
573.12859_02729	gene	792	nimR_1			
573.12859_02729	CDS	792	nimR_1			HTH-type transcriptional regulator NimR
573.12859_02730	gene	1185	nimT			
573.12859_02730	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
573.12859_02731	gene	693	pyrG_1			
573.12859_02731	CDS	693	pyrG_1	6.3.4.2		CTP synthase
573.12859_02732	gene	510				
573.12859_02732	CDS	510				hypothetical protein
573.12859_02733	gene	357				
573.12859_02733	CDS	357				hypothetical protein
573.12859_02734	gene	240				
573.12859_02734	CDS	240				hypothetical protein
573.12859_02735	gene	1014	dgcP			
573.12859_02735	CDS	1014	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
573.12859_02736	gene	102	yoaK			
573.12859_02736	CDS	102	yoaK			putative membrane protein YoaK
573.12859_02737	gene	264				
573.12859_02737	CDS	264				hypothetical protein
573.12859_02738	gene	639	leuE			
573.12859_02738	CDS	639	leuE		COG1280	Leucine efflux protein
573.12859_02739	gene	915	lpxP			
573.12859_02739	CDS	915	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
573.12859_02740	gene	1044	ansB			
573.12859_02740	CDS	1044	ansB	3.5.1.1		L-asparaginase
573.12859_02741	gene	1209				
573.12859_02741	CDS	1209		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
573.12859_02742	gene	1785				
573.12859_02742	CDS	1785				hypothetical protein
573.12859_02743	gene	891	gltC_2			
573.12859_02743	CDS	891	gltC_2			HTH-type transcriptional regulator GltC
573.12859_02744	gene	1509	lpdC			
573.12859_02744	CDS	1509	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
573.12859_02745	gene	687	pdeH_1			
573.12859_02745	CDS	687	pdeH_1	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
573.12859_02746	gene	633				
573.12859_02746	CDS	633				hypothetical protein
573.12859_02747	gene	105				
573.12859_02747	CDS	105				hypothetical protein
573.12859_02748	gene	198				
573.12859_02748	CDS	198				hypothetical protein
573.12859_02749	gene	1011	cydB_3			
573.12859_02749	CDS	1011	cydB_3	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
573.12859_02750	gene	1407	cydA_2			
573.12859_02750	CDS	1407	cydA_2	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
573.12859_02751	gene	888				
573.12859_02751	CDS	888				hypothetical protein
573.12859_02752	gene	507	yciE_2			
573.12859_02752	CDS	507	yciE_2		COG3685	Protein YciE
573.12859_02753	gene	495	yciF			
573.12859_02753	CDS	495	yciF		COG3685	Protein YciF
573.12859_02754	gene	186				
573.12859_02754	CDS	186				hypothetical protein
573.12859_02755	gene	1194				
573.12859_02755	CDS	1194		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
573.12859_02756	gene	228				
573.12859_02756	CDS	228				hypothetical protein
573.12859_02757	gene	324				
573.12859_02757	CDS	324				hypothetical protein
573.12859_02758	gene	393				
573.12859_02758	CDS	393				hypothetical protein
573.12859_02759	gene	714				
573.12859_02759	CDS	714				hypothetical protein
573.12859_02760	gene	1251	icd			
573.12859_02760	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
573.12859_02761	gene	651	rluE			
573.12859_02761	CDS	651	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
573.12859_02762	gene	459	nudJ			
573.12859_02762	CDS	459	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
573.12859_02763	gene	1167	mnmA			
573.12859_02763	CDS	1167	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
573.12859_02764	gene	642	hflD			
573.12859_02764	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
573.12859_02765	gene	1371	purB			
573.12859_02765	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
573.12859_02766	gene	363				
573.12859_02766	CDS	363				hypothetical protein
573.12859_02767	gene	807				
573.12859_02767	CDS	807				hypothetical protein
573.12859_02768	gene	672	phoP_1			
573.12859_02768	CDS	672	phoP_1			Virulence transcriptional regulatory protein PhoP
573.12859_02769	gene	1467	phoQ			
573.12859_02769	CDS	1467	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
573.12859_02770	gene	1122	roxA_1			
573.12859_02770	CDS	1122	roxA_1	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
573.12859_02771	gene	1623				
573.12859_02771	CDS	1623				hypothetical protein
573.12859_02772	gene	774				
573.12859_02772	CDS	774				hypothetical protein
573.12859_02773	gene	858				
573.12859_02773	CDS	858				hypothetical protein
573.12859_02774	gene	1212				
573.12859_02774	CDS	1212				hypothetical protein
573.12859_02775	gene	3417				
573.12859_02775	CDS	3417				hypothetical protein
573.12859_02776	gene	1764				
573.12859_02776	CDS	1764				hypothetical protein
573.12859_02777	gene	1047				
573.12859_02777	CDS	1047				hypothetical protein
573.12859_02778	gene	537				
573.12859_02778	CDS	537				hypothetical protein
573.12859_02779	gene	444				
573.12859_02779	CDS	444				hypothetical protein
573.12859_02780	gene	1416				
573.12859_02780	CDS	1416				hypothetical protein
573.12859_02781	gene	915	thpA_1			
573.12859_02781	CDS	915	thpA_1		COG1879	D-threitol-binding protein
573.12859_02782	gene	330				
573.12859_02782	CDS	330				hypothetical protein
573.12859_02783	gene	1092	ychF			
573.12859_02783	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
573.12859_02784	gene	585	pth			
573.12859_02784	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
573.12859_02785	gene	276				
573.12859_02785	CDS	276				hypothetical protein
573.12859_02786	gene	1047				
573.12859_02786	CDS	1047				hypothetical protein
573.12859_02787	gene	1653	dauA_2			
573.12859_02787	CDS	1653	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
573.12859_02788	gene	948	prs			
573.12859_02788	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
573.12859_02789	gene	852	ispE			
573.12859_02789	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
573.12859_02790	gene	612	lolB			
573.12859_02790	CDS	612	lolB		COG3017	Outer-membrane lipoprotein LolB
573.12859_02791	gene	1257	hemA			
573.12859_02791	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
573.12859_02792	gene	1083	prfA			
573.12859_02792	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
573.12859_02793	gene	849	prmC			
573.12859_02793	CDS	849	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
573.12859_02794	gene	393	ychQ			
573.12859_02794	CDS	393	ychQ		COG3094	Protein YchQ
573.12859_02795	gene	813				
573.12859_02795	CDS	813				hypothetical protein
573.12859_02796	gene	855	kdsA			
573.12859_02796	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
573.12859_02797	gene	1101	chaA			
573.12859_02797	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
573.12859_02798	gene	231	chaB			
573.12859_02798	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
573.12859_02799	gene	681	chaC			
573.12859_02799	CDS	681	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
573.12859_02800	gene	243				
573.12859_02800	CDS	243				hypothetical protein
573.12859_02801	gene	354	ychN			
573.12859_02801	CDS	354	ychN		COG1553	Protein YchN
573.12859_02802	gene	1182	nasR			
573.12859_02802	CDS	1182	nasR			Nitrate regulatory protein
573.12859_02803	gene	1257	nrtA			
573.12859_02803	CDS	1257	nrtA		COG0715	Nitrate/nitrite binding protein NrtA
573.12859_02804	gene	885	cmpB			
573.12859_02804	CDS	885	cmpB			Bicarbonate transport system permease protein CmpB
573.12859_02805	gene	789	nrtD			
573.12859_02805	CDS	789	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
573.12859_02806	gene	4068	norW_1			
573.12859_02806	CDS	4068	norW_1	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
573.12859_02807	gene	2601	nasA			
573.12859_02807	CDS	2601	nasA	1.7.-.-		Nitrate reductase
573.12859_02808	gene	1383				
573.12859_02808	CDS	1383				Invasin
573.12859_02809	gene	651	narL			
573.12859_02809	CDS	651	narL		COG2197	Nitrate/nitrite response regulator protein NarL
573.12859_02810	gene	1779	narX			
573.12859_02810	CDS	1779	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
573.12859_02811	gene	1389	narK			
573.12859_02811	CDS	1389	narK		COG2223	Nitrate/nitrite transporter NarK
573.12859_02812	gene	3744	narG			
573.12859_02812	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
573.12859_02813	gene	1536	narH			
573.12859_02813	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
573.12859_02814	gene	711	narJ			
573.12859_02814	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
573.12859_02815	gene	678	narI			
573.12859_02815	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
573.12859_02816	gene	897				
573.12859_02816	CDS	897				hypothetical protein
573.12859_02817	gene	444	lrpC			
573.12859_02817	CDS	444	lrpC		COG1522	HTH-type transcriptional regulator LrpC
573.12859_02818	gene	85				
573.12859_02818	tRNA	85				tRNA-Tyr(gta)
573.12859_02819	gene	85				
573.12859_02819	tRNA	85				tRNA-Tyr(gta)
573.12859_02820	gene	843	purU			
573.12859_02820	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
573.12859_02821	gene	459				
573.12859_02821	CDS	459				hypothetical protein
573.12859_02822	gene	903				
573.12859_02822	CDS	903			COG1752	putative NTE family protein
573.12859_02823	gene	1014	rssB_2			
573.12859_02823	CDS	1014	rssB_2		COG0784	Regulator of RpoS
573.12859_02824	gene	903	galU			
573.12859_02824	CDS	903	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
573.12859_02825	gene	408	hns			
573.12859_02825	CDS	408	hns			DNA-binding protein H-NS
573.12859_02826	gene	528	tdk			
573.12859_02826	CDS	528	tdk	2.7.1.21	COG1435	Thymidine kinase
573.12859_02827	gene	2676	adhE_1			
573.12859_02827	CDS	2676	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
573.12859_02828	gene	648				
573.12859_02828	CDS	648				hypothetical protein
573.12859_02829	gene	1635	oppA_2			
573.12859_02829	CDS	1635	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
573.12859_02830	gene	921	oppB			
573.12859_02830	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
573.12859_02831	gene	909	oppC			
573.12859_02831	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
573.12859_02832	gene	1014	oppD_2			
573.12859_02832	CDS	1014	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
573.12859_02833	gene	1005	btuD_4			
573.12859_02833	CDS	1005	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
573.12859_02834	gene	834				
573.12859_02834	CDS	834				hypothetical protein
573.12859_02835	gene	330				
573.12859_02835	CDS	330				hypothetical protein
573.12859_02836	gene	1461	clsA_1			
573.12859_02836	CDS	1461	clsA_1	2.7.8.-	COG1502	Cardiolipin synthase A
573.12859_02837	gene	207				
573.12859_02837	CDS	207				hypothetical protein
573.12859_02838	gene	648	yceI			
573.12859_02838	CDS	648	yceI		COG2353	Protein YceI
573.12859_02839	gene	297	yciI			
573.12859_02839	CDS	297	yciI		COG2350	Protein YciI
573.12859_02840	gene	738	tonB			
573.12859_02840	CDS	738	tonB		COG0810	Protein TonB
573.12859_02841	gene	873				
573.12859_02841	CDS	873		2.7.1.-		putative ketoamine kinase
573.12859_02842	gene	285				
573.12859_02842	CDS	285				hypothetical protein
573.12859_02843	gene	933	pfkB			
573.12859_02843	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
573.12859_02844	gene	759				
573.12859_02844	CDS	759				hypothetical protein
573.12859_02845	gene	234				
573.12859_02845	CDS	234				hypothetical protein
573.12859_02846	gene	1929	thrS			
573.12859_02846	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
573.12859_02847	gene	435	infC			
573.12859_02847	CDS	435	infC		COG0290	Translation initiation factor IF-3
573.12859_02848	gene	198	rpmI			
573.12859_02848	CDS	198	rpmI		COG0291	50S ribosomal protein L35
573.12859_02849	gene	357	rplT			
573.12859_02849	CDS	357	rplT		COG0292	50S ribosomal protein L20
573.12859_02850	gene	984	pheS			
573.12859_02850	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
573.12859_02851	gene	2388	pheT			
573.12859_02851	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
573.12859_02852	gene	300	ihfA			
573.12859_02852	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
573.12859_02853	gene	369	amnD			
573.12859_02853	CDS	369	amnD	3.5.99.5		2-aminomuconate deaminase
573.12859_02854	gene	1254	dadA_2			
573.12859_02854	CDS	1254	dadA_2	1.4.99.-		D-amino acid dehydrogenase
573.12859_02855	gene	915	hdfR_3			
573.12859_02855	CDS	915	hdfR_3			HTH-type transcriptional regulator HdfR
573.12859_02856	gene	1434				
573.12859_02856	CDS	1434				hypothetical protein
573.12859_02857	gene	987	btuC			
573.12859_02857	CDS	987	btuC		COG4139	Vitamin B12 import system permease protein BtuC
573.12859_02858	gene	801	metQ_2			
573.12859_02858	CDS	801	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
573.12859_02859	gene	552	btuE			
573.12859_02859	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
573.12859_02860	gene	750	btuD_5			
573.12859_02860	CDS	750	btuD_5	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
573.12859_02861	gene	465	mepS_1			
573.12859_02861	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
573.12859_02862	gene	1443	selO			
573.12859_02862	CDS	1443	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
573.12859_02863	gene	228				
573.12859_02863	CDS	228				hypothetical protein
573.12859_02864	gene	1047	aroH			
573.12859_02864	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
573.12859_02865	gene	834	ppsR			
573.12859_02865	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
573.12859_02866	gene	2379	ppsA			
573.12859_02866	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
573.12859_02867	gene	1113	ydiK			
573.12859_02867	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
573.12859_02868	gene	3057				
573.12859_02868	CDS	3057			COG0247	putative protein
573.12859_02869	gene	411	menI			
573.12859_02869	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
573.12859_02870	gene	249				
573.12859_02870	CDS	249				hypothetical protein
573.12859_02871	gene	321				
573.12859_02871	CDS	321				hypothetical protein
573.12859_02872	gene	219				
573.12859_02872	CDS	219				hypothetical protein
573.12859_02873	gene	981				
573.12859_02873	CDS	981				hypothetical protein
573.12859_02874	gene	1032	xecA1			
573.12859_02874	CDS	1032	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
573.12859_02875	gene	1233	mdtH_1			
573.12859_02875	CDS	1233	mdtH_1			Multidrug resistance protein MdtH
573.12859_02876	gene	762	fecE			
573.12859_02876	CDS	762	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
573.12859_02877	gene	1038	hmuU_2			
573.12859_02877	CDS	1038	hmuU_2		COG0609	Hemin transport system permease protein HmuU
573.12859_02878	gene	999				
573.12859_02878	CDS	999				hypothetical protein
573.12859_02879	gene	912	hdfR_4			
573.12859_02879	CDS	912	hdfR_4			HTH-type transcriptional regulator HdfR
573.12859_02880	gene	996				
573.12859_02880	CDS	996				hypothetical protein
573.12859_02881	gene	537				
573.12859_02881	CDS	537				hypothetical protein
573.12859_02882	gene	1110	mdtA_3			
573.12859_02882	CDS	1110	mdtA_3			Multidrug resistance protein MdtA
573.12859_02883	gene	3093	cnrA			
573.12859_02883	CDS	3093	cnrA			Nickel and cobalt resistance protein CnrA
573.12859_02884	gene	1185	lldD_2			
573.12859_02884	CDS	1185	lldD_2	1.1.-.-	COG1304	L-lactate dehydrogenase
573.12859_02885	gene	633				
573.12859_02885	CDS	633				hypothetical protein
573.12859_02886	gene	396				
