locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12862_02545	CDS	1617	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
573.12862_02546	gene	510	tadA			
573.12862_02546	CDS	510	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
573.12862_02547	gene	636	pgpC			
573.12862_02547	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
573.12862_02548	gene	849	murR			
573.12862_02548	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
573.12862_02549	gene	261	yfhL			
573.12862_02549	CDS	261	yfhL		COG1145	Ferredoxin YfhL
573.12862_02550	gene	381	acpS			
573.12862_02550	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
573.12862_02551	gene	732	pdxJ			
573.12862_02551	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
573.12862_02552	gene	738	recO			
573.12862_02552	CDS	738	recO		COG1381	DNA repair protein RecO
573.12862_02553	gene	906	era			
573.12862_02553	CDS	906	era		COG1159	GTPase Era
573.12862_02554	gene	681	rnc			
573.12862_02554	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
573.12862_02555	gene	975	lepB			
573.12862_02555	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
573.12862_02556	gene	1800	lepA			
573.12862_02556	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
573.12862_02557	gene	480	rseC			
573.12862_02557	CDS	480	rseC		COG3086	Protein RseC
573.12862_02558	gene	957	rseB			
573.12862_02558	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
573.12862_02559	gene	651	rseA			
573.12862_02559	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
573.12862_02560	gene	576	rpoE			
573.12862_02560	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
573.12862_02561	gene	1620	nadB			
573.12862_02561	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
573.12862_02562	gene	738	yfiC			
573.12862_02562	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
573.12862_02563	gene	1332	srmB			
573.12862_02563	CDS	1332	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
573.12862_02564	gene	384	grcA			
573.12862_02564	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
573.12862_02565	gene	690	ung			
573.12862_02565	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
573.12862_02566	gene	1086	yfiF			
573.12862_02566	CDS	1086	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
573.12862_02567	gene	426	trxC			
573.12862_02567	CDS	426	trxC	1.8.1.8	COG0526	Thioredoxin 2
573.12862_02568	gene	699				
573.12862_02568	CDS	699				hypothetical protein
573.12862_02569	gene	2661	pat_2			
573.12862_02569	CDS	2661	pat_2	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
573.12862_02570	gene	1356	pssA			
573.12862_02570	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
573.12862_02571	gene	324				
573.12862_02571	CDS	324				hypothetical protein
573.12862_02572	gene	1299	kgtP_2			
573.12862_02572	CDS	1299	kgtP_2			Alpha-ketoglutarate permease
573.12862_02573	gene	111				
573.12862_02573	rRNA	111				5S ribosomal RNA
573.12862_02574	gene	774	ssuB_2			
573.12862_02574	CDS	774	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
573.12862_02575	gene	996				
573.12862_02575	CDS	996				hypothetical protein
573.12862_02576	gene	1038				
573.12862_02576	CDS	1038				hypothetical protein
573.12862_02577	gene	963	ssuA_2			
573.12862_02577	CDS	963	ssuA_2			Putative aliphatic sulfonates-binding protein
573.12862_02578	gene	1152	ydbM			
573.12862_02578	CDS	1152	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
573.12862_02579	gene	1086	msuD_1			
573.12862_02579	CDS	1086	msuD_1	1.14.14.5	COG2141	Methanesulfonate monooxygenase
573.12862_02580	gene	894	gltC_3			
573.12862_02580	CDS	894	gltC_3			HTH-type transcriptional regulator GltC
573.12862_02581	gene	603				
573.12862_02581	CDS	603		1.13.11.-	COG5553	3-mercaptopropionate dioxygenase
573.12862_02582	gene	1581	glpE_2			
573.12862_02582	CDS	1581	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
573.12862_02583	gene	726				
573.12862_02583	CDS	726				hypothetical protein
573.12862_02584	gene	1197	mhpT			
573.12862_02584	CDS	1197	mhpT			3-(3-hydroxy-phenyl)propionate transporter
573.12862_02585	gene	1017	mhpE			
573.12862_02585	CDS	1017	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
573.12862_02586	gene	951	mhpF			
573.12862_02586	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
573.12862_02587	gene	807	mhpD			
573.12862_02587	CDS	807	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
573.12862_02588	gene	867	mhpC			
573.12862_02588	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
573.12862_02589	gene	945	mhpB			
573.12862_02589	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
573.12862_02590	gene	1665	mhpA			
573.12862_02590	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
573.12862_02591	gene	813				
573.12862_02591	CDS	813				hypothetical protein
573.12862_02592	gene	1059				
573.12862_02592	CDS	1059			COG0614	putative protein
573.12862_02593	gene	1008				
573.12862_02593	CDS	1008			COG0609	putative ABC transporter permease protein
573.12862_02594	gene	750				
573.12862_02594	CDS	750			COG1120	putative ABC transporter ATP-binding protein
573.12862_02595	gene	744				
573.12862_02595	CDS	744				hypothetical protein
573.12862_02596	gene	837	ydiB_2			
573.12862_02596	CDS	837	ydiB_2	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
573.12862_02597	gene	1323	dgoT_1			
573.12862_02597	CDS	1323	dgoT_1			D-galactonate transporter
573.12862_02598	gene	1854				
573.12862_02598	CDS	1854				hypothetical protein
573.12862_02599	gene	639	nicS			
573.12862_02599	CDS	639	nicS			HTH-type transcriptional repressor NicS
573.12862_02600	gene	213	fumD			
573.12862_02600	CDS	213	fumD	4.2.1.2		Fumarase D
573.12862_02601	gene	1413	pykF			
573.12862_02601	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
573.12862_02602	gene	237	lpp1			
573.12862_02602	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
573.12862_02603	gene	987	ynhG			
573.12862_02603	CDS	987	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
573.12862_02604	gene	417	sufE			
573.12862_02604	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
573.12862_02605	gene	1221	sufS			
573.12862_02605	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
573.12862_02606	gene	1275	sufD			
573.12862_02606	CDS	1275	sufD		COG0719	FeS cluster assembly protein SufD
573.12862_02607	gene	747	sufC			
573.12862_02607	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
573.12862_02608	gene	1488	sufB			
573.12862_02608	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
573.12862_02609	gene	378	sufA			
573.12862_02609	CDS	378	sufA		COG0316	Protein SufA
573.12862_02610	gene	198				
573.12862_02610	CDS	198				hypothetical protein
573.12862_02611	gene	396				
573.12862_02611	CDS	396				hypothetical protein
573.12862_02612	gene	633				
573.12862_02612	CDS	633				hypothetical protein
573.12862_02613	gene	1185	lldD_1			
573.12862_02613	CDS	1185	lldD_1	1.1.-.-	COG1304	L-lactate dehydrogenase
573.12862_02614	gene	3093	cnrA			
573.12862_02614	CDS	3093	cnrA			Nickel and cobalt resistance protein CnrA
573.12862_02615	gene	1110	mdtA_1			
573.12862_02615	CDS	1110	mdtA_1			Multidrug resistance protein MdtA
573.12862_02616	gene	615				
573.12862_02616	CDS	615				hypothetical protein
573.12862_02617	gene	987				
573.12862_02617	CDS	987				hypothetical protein
573.12862_02618	gene	912	hdfR_2			
573.12862_02618	CDS	912	hdfR_2			HTH-type transcriptional regulator HdfR
573.12862_02619	gene	999				
573.12862_02619	CDS	999				hypothetical protein
573.12862_02620	gene	1038	hmuU_2			
573.12862_02620	CDS	1038	hmuU_2		COG0609	Hemin transport system permease protein HmuU
573.12862_02621	gene	762	fecE_1			
573.12862_02621	CDS	762	fecE_1		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
573.12862_02622	gene	1233	mdtH_2			
573.12862_02622	CDS	1233	mdtH_2			Multidrug resistance protein MdtH
573.12862_02623	gene	1032	xecA1			
573.12862_02623	CDS	1032	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
573.12862_02624	gene	981				
573.12862_02624	CDS	981				hypothetical protein
573.12862_02625	gene	219				
573.12862_02625	CDS	219				hypothetical protein
573.12862_02626	gene	321				
573.12862_02626	CDS	321				hypothetical protein
573.12862_02627	gene	249				
573.12862_02627	CDS	249				hypothetical protein
573.12862_02628	gene	411	menI			
573.12862_02628	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
573.12862_02629	gene	3057				
573.12862_02629	CDS	3057			COG0247	putative protein
573.12862_02630	gene	1113	ydiK			
573.12862_02630	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
573.12862_02631	gene	2379	ppsA			
573.12862_02631	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
573.12862_02632	gene	834	ppsR			
573.12862_02632	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
573.12862_02633	gene	1047	aroH			
573.12862_02633	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
573.12862_02634	gene	228				
573.12862_02634	CDS	228				hypothetical protein
573.12862_02635	gene	1443	selO			
573.12862_02635	CDS	1443	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
573.12862_02636	gene	465	mepS_2			
573.12862_02636	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
573.12862_02637	gene	750	btuD_2			
573.12862_02637	CDS	750	btuD_2	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
573.12862_02638	gene	552	btuE			
573.12862_02638	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
573.12862_02639	gene	801	metQ_2			
573.12862_02639	CDS	801	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
573.12862_02640	gene	987	btuC			
573.12862_02640	CDS	987	btuC		COG4139	Vitamin B12 import system permease protein BtuC
573.12862_02641	gene	1434				
573.12862_02641	CDS	1434				hypothetical protein
573.12862_02642	gene	915	hdfR_3			
573.12862_02642	CDS	915	hdfR_3			HTH-type transcriptional regulator HdfR
573.12862_02643	gene	1254	dadA_2			
573.12862_02643	CDS	1254	dadA_2	1.4.99.-		D-amino acid dehydrogenase
573.12862_02644	gene	369	amnD			
573.12862_02644	CDS	369	amnD	3.5.99.5		2-aminomuconate deaminase
573.12862_02645	gene	300	ihfA			
573.12862_02645	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
573.12862_02646	gene	2388	pheT			
573.12862_02646	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
573.12862_02647	gene	984	pheS			
573.12862_02647	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
573.12862_02648	gene	357	rplT			
573.12862_02648	CDS	357	rplT		COG0292	50S ribosomal protein L20
573.12862_02649	gene	198	rpmI			
573.12862_02649	CDS	198	rpmI		COG0291	50S ribosomal protein L35
573.12862_02650	gene	435	infC			
573.12862_02650	CDS	435	infC		COG0290	Translation initiation factor IF-3
573.12862_02651	gene	1929	thrS			
573.12862_02651	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
573.12862_02652	gene	234				
573.12862_02652	CDS	234				hypothetical protein
573.12862_02653	gene	759				
573.12862_02653	CDS	759				hypothetical protein
573.12862_02654	gene	933	pfkB			
573.12862_02654	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
573.12862_02655	gene	285				
573.12862_02655	CDS	285				hypothetical protein
573.12862_02656	gene	873				
573.12862_02656	CDS	873		2.7.1.-		putative ketoamine kinase
573.12862_02657	gene	738	tonB			
573.12862_02657	CDS	738	tonB		COG0810	Protein TonB
573.12862_02658	gene	297	yciI			
573.12862_02658	CDS	297	yciI		COG2350	Protein YciI
573.12862_02659	gene	648	yceI			
573.12862_02659	CDS	648	yceI		COG2353	Protein YceI
573.12862_02660	gene	207				
573.12862_02660	CDS	207				hypothetical protein
573.12862_02661	gene	1461	clsA_1			
573.12862_02661	CDS	1461	clsA_1	2.7.8.-	COG1502	Cardiolipin synthase A
573.12862_02662	gene	330				
573.12862_02662	CDS	330				hypothetical protein
573.12862_02663	gene	834				
573.12862_02663	CDS	834				hypothetical protein
573.12862_02664	gene	1005	btuD_3			
573.12862_02664	CDS	1005	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
573.12862_02665	gene	1014	oppD_1			
573.12862_02665	CDS	1014	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
573.12862_02666	gene	909	oppC			
573.12862_02666	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
573.12862_02667	gene	921	oppB			
573.12862_02667	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
573.12862_02668	gene	1635	oppA_2			
573.12862_02668	CDS	1635	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
573.12862_02669	gene	648				
573.12862_02669	CDS	648				hypothetical protein
573.12862_02670	gene	2676	adhE_1			
573.12862_02670	CDS	2676	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
573.12862_02671	gene	528	tdk			
573.12862_02671	CDS	528	tdk	2.7.1.21	COG1435	Thymidine kinase
573.12862_02672	gene	408	hns_2			
573.12862_02672	CDS	408	hns_2			DNA-binding protein H-NS
573.12862_02673	gene	903	galU			
573.12862_02673	CDS	903	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
573.12862_02674	gene	1014	rssB			
573.12862_02674	CDS	1014	rssB		COG0784	Regulator of RpoS
573.12862_02675	gene	903				
573.12862_02675	CDS	903			COG1752	putative NTE family protein
573.12862_02676	gene	459				
573.12862_02676	CDS	459				hypothetical protein
573.12862_02677	gene	843	purU			
573.12862_02677	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
573.12862_02678	gene	85				
573.12862_02678	tRNA	85				tRNA-Tyr(gta)
573.12862_02679	gene	85				
573.12862_02679	tRNA	85				tRNA-Tyr(gta)
573.12862_02680	gene	444	lrpC			
573.12862_02680	CDS	444	lrpC		COG1522	HTH-type transcriptional regulator LrpC
573.12862_02681	gene	897				
573.12862_02681	CDS	897				hypothetical protein
573.12862_02682	gene	678	narI			
573.12862_02682	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
573.12862_02683	gene	711	narJ			
573.12862_02683	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
573.12862_02684	gene	1536	narH			
573.12862_02684	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
573.12862_02685	gene	3744	narG			
573.12862_02685	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
573.12862_02686	gene	1389	narK			
573.12862_02686	CDS	1389	narK		COG2223	Nitrate/nitrite transporter NarK
573.12862_02687	gene	1779	narX			
573.12862_02687	CDS	1779	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
573.12862_02688	gene	651	narL			
573.12862_02688	CDS	651	narL		COG2197	Nitrate/nitrite response regulator protein NarL
573.12862_02689	gene	1383				
573.12862_02689	CDS	1383				Invasin
573.12862_02690	gene	2601	nasA			
573.12862_02690	CDS	2601	nasA	1.7.-.-		Nitrate reductase
573.12862_02691	gene	4068	norW_1			
573.12862_02691	CDS	4068	norW_1	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
573.12862_02692	gene	789	nrtD			
573.12862_02692	CDS	789	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
573.12862_02693	gene	885	cmpB			
573.12862_02693	CDS	885	cmpB			Bicarbonate transport system permease protein CmpB
573.12862_02694	gene	1257	nrtA			
573.12862_02694	CDS	1257	nrtA		COG0715	Nitrate/nitrite binding protein NrtA
573.12862_02695	gene	1182	nasR			
573.12862_02695	CDS	1182	nasR			Nitrate regulatory protein
573.12862_02696	gene	354	ychN			
573.12862_02696	CDS	354	ychN		COG1553	Protein YchN
573.12862_02697	gene	243				
573.12862_02697	CDS	243				hypothetical protein
573.12862_02698	gene	681	chaC			
573.12862_02698	CDS	681	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
573.12862_02699	gene	231	chaB			
573.12862_02699	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
573.12862_02700	gene	1101	chaA			
573.12862_02700	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
573.12862_02701	gene	855	kdsA			
573.12862_02701	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
573.12862_02702	gene	813				
573.12862_02702	CDS	813				hypothetical protein
573.12862_02703	gene	393	ychQ			
573.12862_02703	CDS	393	ychQ		COG3094	Protein YchQ
573.12862_02704	gene	849	prmC			
573.12862_02704	CDS	849	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
573.12862_02705	gene	1083	prfA			
573.12862_02705	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
573.12862_02706	gene	1257	hemA			
573.12862_02706	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
573.12862_02707	gene	612	lolB			
573.12862_02707	CDS	612	lolB		COG3017	Outer-membrane lipoprotein LolB
573.12862_02708	gene	852	ispE			
573.12862_02708	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
573.12862_02709	gene	948	prs			
573.12862_02709	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
573.12862_02710	gene	1653	dauA_2			
573.12862_02710	CDS	1653	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
573.12862_02711	gene	1047				
573.12862_02711	CDS	1047				hypothetical protein
573.12862_02712	gene	276				
573.12862_02712	CDS	276				hypothetical protein
573.12862_02713	gene	585	pth			
573.12862_02713	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
573.12862_02714	gene	1092	ychF			
573.12862_02714	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
573.12862_02715	gene	210				
573.12862_02715	CDS	210				hypothetical protein
573.12862_02716	gene	915	thpA_2			
573.12862_02716	CDS	915	thpA_2		COG1879	D-threitol-binding protein
573.12862_02717	gene	1416				
573.12862_02717	CDS	1416				hypothetical protein
573.12862_02718	gene	444				
573.12862_02718	CDS	444				hypothetical protein
573.12862_02719	gene	537				
573.12862_02719	CDS	537				hypothetical protein
573.12862_02720	gene	1047				
573.12862_02720	CDS	1047				hypothetical protein
573.12862_02721	gene	1764				
573.12862_02721	CDS	1764				hypothetical protein
573.12862_02722	gene	3411				
573.12862_02722	CDS	3411				hypothetical protein
573.12862_02723	gene	1158				
573.12862_02723	CDS	1158				hypothetical protein
573.12862_02724	gene	267				
573.12862_02724	CDS	267				hypothetical protein
573.12862_02725	gene	201				
573.12862_02725	CDS	201				hypothetical protein
573.12862_02726	gene	76				
573.12862_02726	tRNA	76				tRNA-Arg(acg)
573.12862_02727	gene	77				
573.12862_02727	tRNA	77				tRNA-Arg(acg)
573.12862_02728	gene	93				
573.12862_02728	tRNA	93				tRNA-Ser(gct)
573.12862_02729	gene	186	csrA			
573.12862_02729	CDS	186	csrA		COG1551	Carbon storage regulator
573.12862_02730	gene	2628	alaS			
573.12862_02730	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
573.12862_02731	gene	501	recX			
573.12862_02731	CDS	501	recX		COG2137	Regulatory protein RecX
573.12862_02732	gene	1059	recA			
573.12862_02732	CDS	1059	recA		COG0468	Protein RecA
573.12862_02733	gene	498	pncC_2			
573.12862_02733	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
573.12862_02734	gene	879	mntA			
573.12862_02734	CDS	879	mntA		COG0803	Manganese-binding lipoprotein MntA
573.12862_02735	gene	864	mntB_1			
573.12862_02735	CDS	864	mntB_1			Manganese transport system membrane protein MntB
573.12862_02736	gene	711	mntB_2			
573.12862_02736	CDS	711	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
573.12862_02737	gene	108				
573.12862_02737	CDS	108				hypothetical protein
573.12862_02738	gene	1080	mltB			
573.12862_02738	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
573.12862_02739	gene	564	srlA			
573.12862_02739	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
573.12862_02740	gene	981	srlE			
573.12862_02740	CDS	981	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
573.12862_02741	gene	363	srlB			
573.12862_02741	CDS	363	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
573.12862_02742	gene	780	srlD			
573.12862_02742	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
573.12862_02743	gene	360				
573.12862_02743	CDS	360				hypothetical protein
573.12862_02744	gene	774	srlR_3			
573.12862_02744	CDS	774	srlR_3		COG1349	Glucitol operon repressor
573.12862_02745	gene	966	gutQ			
573.12862_02745	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
573.12862_02746	gene	1551	norR_2			
573.12862_02746	CDS	1551	norR_2		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
573.12862_02747	gene	1449	norV			
573.12862_02747	CDS	1449	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
573.12862_02748	gene	1134	norW_2			
573.12862_02748	CDS	1134	norW_2	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
573.12862_02749	gene	1014	hoxN			
573.12862_02749	CDS	1014	hoxN			High-affinity nickel transport protein
573.12862_02750	gene	2235	hypF			
573.12862_02750	CDS	2235	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
573.12862_02751	gene	528	hyfA_1			
573.12862_02751	CDS	528	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
573.12862_02752	gene	1014	ascG_1			
573.12862_02752	CDS	1014	ascG_1		COG1609	HTH-type transcriptional regulator AscG
573.12862_02753	gene	1443	bglF_2			
573.12862_02753	CDS	1443	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
573.12862_02754	gene	1425	bglH_1			
573.12862_02754	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
573.12862_02755	gene	309	symE_2			
573.12862_02755	CDS	309	symE_2	3.1.-.-		Endoribonuclease SymE
573.12862_02756	gene	471	hycI			
573.12862_02756	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
573.12862_02757	gene	411				
573.12862_02757	CDS	411				hypothetical protein
573.12862_02758	gene	768	hycG			
573.12862_02758	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
573.12862_02759	gene	543	ndhI			
573.12862_02759	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
573.12862_02760	gene	1710	hycE			
573.12862_02760	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
573.12862_02761	gene	924	hycD			
573.12862_02761	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
573.12862_02762	gene	1827	hyfB			
573.12862_02762	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
573.12862_02763	gene	609	hyfA_2			
573.12862_02763	CDS	609	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
573.12862_02764	gene	450	hycA			
573.12862_02764	CDS	450	hycA			Formate hydrogenlyase regulatory protein HycA
573.12862_02765	gene	345	hypA			
573.12862_02765	CDS	345	hypA		COG0375	Hydrogenase maturation factor HypA
573.12862_02766	gene	873	hypB			
573.12862_02766	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
573.12862_02767	gene	273	hypC			
573.12862_02767	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
573.12862_02768	gene	1122	hypD			
573.12862_02768	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
573.12862_02769	gene	1011	hypE			
573.12862_02769	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
573.12862_02770	gene	2073	fhlA			
573.12862_02770	CDS	2073	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
573.12862_02771	gene	1401	gmuD_1			
573.12862_02771	CDS	1401	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
573.12862_02772	gene	2193				
573.12862_02772	CDS	2193				hypothetical protein
573.12862_02773	gene	1338	scrY_3			
573.12862_02773	CDS	1338	scrY_3			Sucrose porin
573.12862_02774	gene	1272	licC_2			
573.12862_02774	CDS	1272	licC_2		COG1455	Lichenan permease IIC component
573.12862_02775	gene	315	gmuB			
573.12862_02775	CDS	315	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
573.12862_02776	gene	1323	licC_3			
573.12862_02776	CDS	1323	licC_3		COG1455	Lichenan permease IIC component
573.12862_02777	gene	315	chbA_1			
573.12862_02777	CDS	315	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
573.12862_02778	gene	915	mak_2			
573.12862_02778	CDS	915	mak_2	2.7.1.4	COG1940	Fructokinase
573.12862_02779	gene	963	ascG_2			
573.12862_02779	CDS	963	ascG_2		COG1609	HTH-type transcriptional regulator AscG
573.12862_02780	gene	918				
573.12862_02780	CDS	918			COG0803	putative periplasmic iron-binding protein
573.12862_02781	gene	822	mntB_3			
573.12862_02781	CDS	822	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
573.12862_02782	gene	849	mntB_4			
573.12862_02782	CDS	849	mntB_4			Manganese transport system membrane protein MntB
573.12862_02783	gene	855	mntB_5			
573.12862_02783	CDS	855	mntB_5			Manganese transport system membrane protein MntB
573.12862_02784	gene	342				
573.12862_02784	CDS	342				hypothetical protein
573.12862_02785	gene	888	tsaR_3			
573.12862_02785	CDS	888	tsaR_3			HTH-type transcriptional regulator TsaR
573.12862_02786	gene	942				
573.12862_02786	CDS	942				hypothetical protein
573.12862_02787	gene	1710	ilvI_2			
573.12862_02787	CDS	1710	ilvI_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
573.12862_02788	gene	294				
573.12862_02788	CDS	294				hypothetical protein
573.12862_02789	gene	2364				
573.12862_02789	CDS	2364				hypothetical protein
573.12862_02790	gene	1032	hemS			
573.12862_02790	CDS	1032	hemS		COG3720	Hemin transport protein HemS
573.12862_02791	gene	819	hmuT			
